Item_ID,Category,Region,Date,Stock_Level,Demand,Supply,Is_Scarce,Potentially_Scarce,Conversion_Rate,Experience_Score,Dispute_Amount,Win_Amount,Recouped_Amount,Tag_Status,Net_Loss,Spike_Indicator
ITEM04064,Apparel,East,2023-08-29,484,994,181,No,No,0.66,9,34.59,407.8,257.3,Flagged,-630.51,No
ITEM04065,Electronics,South,2023-08-18,260,551,312,No,No,0.4,1,341.32,417.5,142.51,Flagged,-218.69,No
ITEM04066,Electronics,East,2023-01-18,475,405,443,No,No,0.22,2,568.23,467.16,96.34,Escalated,4.72999999999999,No
ITEM04067,Toys,East,2023-05-27,237,526,832,Yes,No,0.36,5,11.0,101.57,219.37,Flagged,-309.94,No
ITEM04068,Toys,Central,2023-09-01,105,217,971,No,Yes,0.65,1,611.64,207.42,118.58,Flagged,285.64000000000004,No
ITEM04069,Electronics,North,2023-02-20,246,787,257,No,No,0.72,6,354.52,477.21,246.6,Resolved,-369.28999999999996,No
ITEM04070,Groceries,West,2023-09-16,303,679,857,No,Yes,0.78,6,993.11,135.47,3.56,Resolved,854.08,Yes
ITEM04071,Toys,East,2023-08-26,342,350,275,No,No,0.11,3,782.79,167.41,34.82,Resolved,580.56,No
ITEM04072,Groceries,West,2023-09-03,446,502,750,No,Yes,0.49,4,291.05,112.83,30.78,Resolved,147.44000000000003,No
ITEM04073,Electronics,East,2023-12-11,37,841,514,No,No,0.32,3,971.49,269.35,10.49,Escalated,691.65,No
ITEM04074,Toys,Central,2023-11-06,307,299,407,No,Yes,0.65,5,278.35,264.87,50.42,Resolved,-36.93999999999998,No
ITEM04075,Apparel,Central,2023-02-18,342,245,193,No,No,0.3,9,108.27,408.58,296.11,Reviewed,-596.4200000000001,No
ITEM04076,Electronics,East,2023-10-11,45,150,403,Yes,Yes,0.55,10,26.87,206.41,144.45,Escalated,-323.99,No
ITEM04077,Home Appliances,Central,2023-02-07,209,467,300,No,Yes,0.67,3,783.49,125.11,126.68,Escalated,531.7,No
ITEM04078,Groceries,Central,2023-10-11,92,797,425,No,No,0.72,2,319.1,415.37,273.06,Flagged,-369.33,No
ITEM04079,Electronics,East,2023-02-01,219,419,294,No,No,0.32,6,984.34,324.76,238.48,Reviewed,421.1,No
ITEM04080,Electronics,North,2023-08-31,255,298,67,No,No,0.17,10,618.21,78.13,81.66,Resolved,458.4200000000001,No
ITEM04081,Toys,East,2023-02-10,136,540,764,Yes,No,0.27,1,164.29,285.09,241.32,Escalated,-362.12,No
ITEM04082,Toys,North,2023-10-19,230,244,765,No,No,0.58,9,336.05,229.93,24.8,Resolved,81.32000000000001,No
ITEM04083,Toys,Central,2023-04-13,305,158,534,No,No,0.13,10,512.34,422.89,214.75,Reviewed,-125.29999999999995,No
ITEM04084,Home Appliances,North,2023-10-19,201,806,51,No,Yes,0.23,3,721.72,300.83,5.53,Escalated,415.36000000000007,No
ITEM04085,Toys,Central,2023-04-17,65,242,999,Yes,No,0.9,3,591.42,395.57,63.06,Flagged,132.78999999999996,No
ITEM04086,Electronics,North,2023-09-03,460,322,425,No,Yes,0.41,8,260.0,231.77,266.24,Flagged,-238.01000000000002,No
ITEM04087,Toys,North,2023-03-28,37,199,963,No,No,0.5,6,476.04,490.2,112.04,Resolved,-126.19999999999997,No
ITEM04088,Apparel,East,2023-03-07,154,125,615,Yes,No,0.11,3,216.49,399.9,140.96,Escalated,-324.37,No
ITEM04089,Toys,North,2023-05-18,104,531,215,No,No,0.57,6,349.79,299.3,194.07,Reviewed,-143.57999999999998,No
ITEM04090,Home Appliances,Central,2023-11-22,254,625,914,Yes,No,0.36,6,285.58,406.41,208.17,Escalated,-329.0,No
ITEM04091,Apparel,East,2023-07-19,403,221,378,No,No,0.52,3,898.55,160.17,43.66,Reviewed,694.72,No
ITEM04092,Electronics,North,2023-12-01,487,564,704,No,No,0.52,6,788.07,488.72,278.31,Resolved,21.04000000000002,No
ITEM04093,Electronics,East,2023-04-03,445,364,497,No,No,0.87,10,531.6,207.49,170.47,Flagged,153.64000000000001,No
ITEM04094,Groceries,West,2023-12-14,457,106,141,No,No,0.31,8,174.2,185.19,179.64,Resolved,-190.63,No
ITEM04095,Apparel,East,2023-10-05,15,830,569,No,Yes,0.56,9,593.63,393.78,192.23,Resolved,7.620000000000033,No
ITEM04096,Groceries,West,2023-01-20,78,319,301,No,Yes,0.41,3,354.57,315.29,255.9,Reviewed,-216.62000000000003,No
ITEM04097,Apparel,West,2023-10-16,12,794,991,No,Yes,0.44,2,37.27,384.15,63.1,Flagged,-409.98,No
ITEM04098,Apparel,East,2023-03-31,369,495,661,No,No,0.14,10,689.19,389.78,273.41,Flagged,26.000000000000057,No
ITEM04099,Home Appliances,Central,2023-02-19,101,556,88,No,Yes,0.65,10,255.68,318.28,234.23,Resolved,-296.8299999999999,No
ITEM04100,Groceries,Central,2023-01-10,403,207,485,No,No,0.26,7,234.16,422.26,67.16,Escalated,-255.26,No
ITEM04101,Home Appliances,Central,2023-03-20,151,591,697,No,No,0.47,8,663.8,363.21,239.64,Flagged,60.94999999999999,No
ITEM04102,Apparel,South,2023-02-06,488,958,411,No,No,0.45,9,871.42,288.73,151.3,Reviewed,431.38999999999993,No
ITEM04103,Electronics,West,2023-02-28,177,735,995,No,No,0.47,1,282.03,380.58,172.67,Resolved,-271.22,No
ITEM04104,Apparel,East,2023-03-29,390,781,611,No,Yes,0.4,1,777.55,248.91,297.76,Resolved,230.88,No
ITEM04105,Home Appliances,Central,2023-04-14,86,559,132,No,No,0.29,1,885.74,242.63,3.94,Resolved,639.17,No
ITEM04106,Groceries,Central,2023-11-15,87,868,815,No,No,0.46,4,210.98,169.83,280.86,Flagged,-239.71000000000004,No
ITEM04107,Groceries,East,2023-10-04,28,108,757,Yes,No,0.14,3,917.43,423.58,217.65,Escalated,276.19999999999993,No
ITEM04108,Home Appliances,West,2023-04-14,388,466,76,No,No,0.29,7,283.11,149.66,104.55,Flagged,28.90000000000002,No
ITEM04109,Groceries,East,2023-09-11,362,891,638,No,Yes,0.73,6,217.8,125.68,218.78,Reviewed,-126.66,No
ITEM04110,Toys,South,2023-08-18,492,224,855,Yes,Yes,0.77,3,360.7,109.79,60.79,Resolved,190.11999999999998,No
ITEM04111,Electronics,South,2023-12-01,418,261,816,No,No,0.67,3,228.22,330.25,154.03,Resolved,-256.06,No
ITEM04112,Electronics,East,2023-02-06,320,135,70,Yes,No,0.61,5,572.54,99.74,244.79,Resolved,228.00999999999996,No
ITEM04113,Electronics,West,2023-10-28,99,103,267,No,Yes,0.75,4,472.77,433.78,62.83,Reviewed,-23.83999999999999,No
ITEM04114,Groceries,Central,2023-05-22,114,512,94,Yes,No,0.2,9,669.83,349.03,168.17,Resolved,152.63000000000008,No
ITEM04115,Groceries,South,2023-02-12,209,186,456,No,Yes,0.52,1,724.31,394.91,12.73,Reviewed,316.6699999999999,No
ITEM04116,Apparel,South,2023-04-26,453,582,743,No,No,0.19,1,81.8,70.41,251.01,Resolved,-239.62,No
ITEM04117,Apparel,West,2023-12-07,342,875,847,No,No,0.72,5,153.63,7.49,105.11,Resolved,41.02999999999999,No
ITEM04118,Electronics,South,2023-03-25,73,702,528,Yes,Yes,0.52,8,789.68,40.63,98.3,Reviewed,650.75,No
ITEM04119,Toys,South,2023-09-16,134,906,912,No,No,0.75,4,66.24,338.56,76.87,Flagged,-349.19,No
ITEM04120,Apparel,West,2023-12-26,427,157,705,No,Yes,0.74,9,658.8,51.66,215.72,Escalated,391.41999999999996,No
ITEM04121,Apparel,East,2023-03-28,455,239,613,No,No,0.47,7,663.52,236.09,52.27,Reviewed,375.15999999999997,No
ITEM04122,Groceries,Central,2023-12-09,268,271,812,Yes,Yes,0.5,3,737.11,401.5,10.17,Resolved,325.44,No
ITEM04123,Toys,Central,2023-12-13,349,359,667,No,Yes,0.12,6,218.66,178.83,83.52,Escalated,-43.69000000000001,No
ITEM04124,Electronics,South,2023-10-18,465,594,858,No,Yes,0.52,6,151.05,23.52,198.86,Escalated,-71.33,No
ITEM04125,Apparel,Central,2023-04-06,77,124,760,Yes,Yes,0.64,5,449.96,441.7,15.07,Escalated,-6.810000000000009,No
ITEM04126,Toys,East,2023-09-12,458,297,386,Yes,No,0.29,8,42.8,354.13,128.15,Flagged,-439.48,No
ITEM04127,Toys,South,2023-12-08,379,678,841,No,No,0.89,1,841.84,17.6,242.01,Flagged,582.23,No
ITEM04128,Electronics,Central,2023-05-16,489,522,197,No,Yes,0.88,10,746.76,162.25,128.06,Reviewed,456.45,No
ITEM04129,Toys,North,2023-09-05,124,217,664,No,No,0.33,4,884.7,186.16,165.73,Reviewed,532.8100000000001,No
ITEM04130,Toys,North,2023-04-02,37,891,460,No,No,0.67,7,69.76,434.34,128.24,Escalated,-492.82,No
ITEM04131,Toys,North,2023-09-04,268,105,563,No,No,0.12,6,920.88,42.93,52.19,Escalated,825.76,Yes
ITEM04132,Apparel,North,2023-09-15,309,196,817,No,No,0.63,7,756.63,384.98,291.23,Flagged,80.41999999999996,No
ITEM04133,Electronics,North,2023-07-06,105,171,621,Yes,No,0.6,3,112.76,487.07,57.1,Resolved,-431.41,No
ITEM04134,Toys,South,2023-05-04,43,531,868,Yes,Yes,0.76,3,104.68,192.8,186.09,Flagged,-274.21000000000004,No
ITEM04135,Toys,West,2023-09-17,224,479,434,Yes,Yes,0.34,1,899.98,11.88,81.79,Reviewed,806.3100000000001,Yes
ITEM04136,Apparel,West,2023-06-18,241,869,531,Yes,No,0.8,7,466.15,120.07,246.98,Flagged,99.1,No
ITEM04137,Electronics,South,2023-12-31,396,649,652,No,No,0.79,4,998.85,63.36,238.19,Resolved,697.3,No
ITEM04138,Groceries,South,2023-04-21,152,907,150,Yes,No,0.64,9,635.01,394.51,136.78,Resolved,103.72,No
ITEM04139,Apparel,East,2023-10-17,23,155,163,No,No,0.48,5,687.9,175.7,56.86,Flagged,455.34000000000003,No
ITEM04140,Electronics,West,2023-03-28,123,714,311,No,No,0.59,5,467.87,449.16,14.42,Resolved,4.28999999999998,No
ITEM04141,Toys,North,2023-01-13,284,202,471,No,No,0.68,9,436.89,456.96,143.01,Reviewed,-163.07999999999998,No
ITEM04142,Electronics,South,2023-09-20,483,315,103,No,No,0.88,1,801.85,184.37,49.24,Escalated,568.24,No
ITEM04143,Electronics,North,2023-10-15,453,120,237,Yes,No,0.2,6,448.74,302.36,284.77,Escalated,-138.39,No
ITEM04144,Electronics,West,2023-01-23,401,726,588,No,No,0.35,8,498.38,472.09,41.0,Escalated,-14.70999999999998,No
ITEM04145,Groceries,Central,2023-07-19,347,309,801,Yes,No,0.72,1,390.91,43.13,70.69,Flagged,277.09000000000003,No
ITEM04146,Electronics,Central,2023-08-30,260,390,641,No,Yes,0.43,10,196.29,386.47,230.49,Escalated,-420.6700000000001,No
ITEM04147,Groceries,South,2023-08-27,145,814,239,No,No,0.64,9,848.91,24.5,129.34,Reviewed,695.0699999999999,No
ITEM04148,Toys,East,2023-10-30,190,934,880,No,Yes,0.21,8,220.71,221.83,107.35,Reviewed,-108.47,No
ITEM04149,Groceries,North,2023-06-14,380,287,916,No,No,0.67,6,301.68,256.23,108.82,Escalated,-63.370000000000005,No
ITEM04150,Toys,South,2023-08-14,164,250,652,No,Yes,0.64,9,592.8,274.69,158.86,Reviewed,159.24999999999994,No
ITEM04151,Toys,East,2023-06-25,70,290,596,No,No,0.57,3,326.12,424.52,160.53,Escalated,-258.92999999999995,No
ITEM04152,Groceries,North,2023-01-29,438,506,107,Yes,Yes,0.71,4,353.38,103.25,97.2,Resolved,152.93,No
ITEM04153,Apparel,West,2023-06-14,200,313,552,Yes,No,0.8,3,3.88,220.52,208.24,Flagged,-424.88,No
ITEM04154,Home Appliances,Central,2023-01-23,354,990,238,No,Yes,0.76,5,801.02,137.17,85.98,Resolved,577.87,No
ITEM04155,Electronics,East,2023-10-21,11,653,814,No,No,0.2,1,494.43,295.18,71.94,Flagged,127.31,No
ITEM04156,Home Appliances,North,2023-02-13,51,577,597,No,No,0.7,1,196.22,279.07,260.18,Resolved,-343.03,No
ITEM04157,Electronics,South,2023-09-18,440,293,919,Yes,No,0.46,2,712.19,393.77,33.55,Resolved,284.87000000000006,No
ITEM04158,Electronics,North,2023-06-29,255,349,653,No,No,0.37,1,656.0,88.75,290.95,Resolved,276.3,No
ITEM04159,Toys,South,2023-10-23,301,692,617,Yes,Yes,0.8,3,376.38,408.04,169.74,Resolved,-201.40000000000003,No
ITEM04160,Electronics,Central,2023-05-19,359,140,628,No,No,0.55,2,578.15,174.26,278.26,Escalated,125.63,No
ITEM04161,Electronics,Central,2023-11-30,299,469,362,Yes,No,0.5,10,666.69,284.36,294.62,Escalated,87.71000000000004,No
ITEM04162,Groceries,North,2023-09-05,486,119,218,Yes,Yes,0.73,7,61.98,114.2,124.94,Flagged,-177.16,No
ITEM04163,Home Appliances,North,2023-08-29,407,108,848,No,No,0.54,8,417.61,238.75,57.95,Reviewed,120.91000000000001,No
ITEM04164,Groceries,South,2023-04-16,8,924,180,No,Yes,0.79,2,524.67,83.27,281.09,Flagged,160.31,No
ITEM04165,Electronics,South,2023-06-22,139,735,727,Yes,No,0.18,4,723.32,342.63,254.94,Resolved,125.75000000000006,No
ITEM04166,Toys,East,2023-02-18,99,302,998,No,Yes,0.72,8,381.68,22.71,54.23,Flagged,304.74,No
ITEM04167,Groceries,East,2023-05-03,484,689,613,Yes,No,0.23,10,170.77,300.54,45.46,Reviewed,-175.23000000000002,No
ITEM04168,Groceries,East,2023-02-04,136,821,201,No,No,0.28,1,89.62,375.55,297.17,Reviewed,-583.1,No
ITEM04169,Apparel,North,2023-04-16,358,117,971,No,Yes,0.24,8,809.37,440.86,173.47,Flagged,195.04,No
ITEM04170,Electronics,East,2023-11-24,365,847,154,No,No,0.29,8,479.18,408.83,136.15,Reviewed,-65.79999999999998,No
ITEM04171,Toys,North,2023-07-15,371,418,416,No,No,0.69,2,229.3,447.25,187.3,Flagged,-405.25,No
ITEM04172,Groceries,Central,2023-04-19,21,811,141,Yes,No,0.62,3,804.83,307.23,250.49,Reviewed,247.11,No
ITEM04173,Groceries,West,2023-05-05,144,960,762,Yes,No,0.28,9,811.94,25.93,4.35,Resolved,781.6600000000001,Yes
ITEM04174,Toys,Central,2023-11-23,160,381,854,No,No,0.32,10,651.28,485.29,30.27,Reviewed,135.71999999999994,No
ITEM04175,Electronics,North,2023-10-22,248,575,934,No,No,0.18,5,120.11,389.03,205.01,Resolved,-473.92999999999995,No
ITEM04176,Apparel,North,2023-12-13,174,351,780,No,Yes,0.43,7,303.49,296.57,203.71,Flagged,-196.79,No
ITEM04177,Groceries,West,2023-02-06,87,439,481,Yes,No,0.4,5,882.49,229.74,295.6,Flagged,357.15,No
ITEM04178,Apparel,South,2023-07-07,398,850,628,No,No,0.22,10,121.52,48.77,8.06,Reviewed,64.69,No
ITEM04179,Home Appliances,South,2023-12-03,476,561,730,No,No,0.77,2,700.55,5.23,23.74,Flagged,671.5799999999999,No
ITEM04180,Electronics,South,2023-01-23,479,880,354,Yes,No,0.78,2,256.08,217.59,144.07,Escalated,-105.58000000000001,No
ITEM04181,Home Appliances,East,2023-09-18,32,730,77,No,No,0.19,1,34.2,486.7,197.48,Flagged,-649.98,No
ITEM04182,Home Appliances,South,2023-07-13,476,500,337,No,Yes,0.31,6,689.06,262.87,77.54,Reviewed,348.6499999999999,No
ITEM04183,Home Appliances,East,2023-06-01,270,470,404,No,Yes,0.69,7,264.91,196.14,76.87,Flagged,-8.099999999999966,No
ITEM04184,Electronics,East,2023-01-18,282,381,888,No,No,0.8,5,743.0,227.63,11.67,Escalated,503.7,No
ITEM04185,Electronics,South,2023-01-27,225,489,593,No,Yes,0.16,3,366.99,149.22,13.9,Reviewed,203.87,No
ITEM04186,Toys,South,2023-01-24,444,436,727,Yes,Yes,0.82,10,219.38,488.37,26.93,Escalated,-295.92,No
ITEM04187,Apparel,West,2023-01-29,451,999,453,No,No,0.15,10,909.98,66.62,20.75,Resolved,822.61,Yes
ITEM04188,Apparel,West,2023-05-19,496,444,185,No,No,0.61,9,355.24,347.58,264.06,Reviewed,-256.4,No
ITEM04189,Toys,East,2023-05-26,111,618,117,No,No,0.12,8,914.49,225.74,122.16,Flagged,566.59,No
ITEM04190,Toys,West,2023-05-03,81,372,203,Yes,No,0.84,2,961.28,76.28,227.57,Resolved,657.4300000000001,No
ITEM04191,Home Appliances,East,2023-05-08,212,352,512,No,Yes,0.38,3,406.44,293.88,38.18,Resolved,74.38,No
ITEM04192,Toys,North,2023-04-27,303,953,375,No,No,0.62,7,718.3,297.37,3.31,Escalated,417.61999999999995,No
ITEM04193,Groceries,East,2023-05-12,7,739,865,No,No,0.25,9,396.55,89.88,299.47,Reviewed,7.199999999999989,No
ITEM04194,Apparel,East,2023-10-16,133,473,145,No,Yes,0.36,2,656.44,230.49,239.12,Reviewed,186.83000000000004,No
ITEM04195,Toys,West,2023-07-25,446,703,246,Yes,No,0.7,10,771.86,449.32,249.78,Flagged,72.76000000000002,No
ITEM04196,Groceries,North,2023-08-24,117,917,157,No,Yes,0.88,7,638.45,57.04,180.65,Escalated,400.7600000000001,No
ITEM04197,Groceries,Central,2023-02-11,83,995,95,No,Yes,0.89,8,289.57,487.76,59.21,Flagged,-257.4,No
ITEM04198,Groceries,Central,2023-06-09,257,105,235,Yes,Yes,0.75,6,308.17,4.11,7.12,Resolved,296.94,No
ITEM04199,Groceries,Central,2023-09-09,242,513,503,Yes,No,0.78,6,861.7,311.41,224.03,Resolved,326.26,No
ITEM04200,Home Appliances,North,2023-06-28,236,685,372,No,No,0.88,8,564.05,280.79,243.36,Resolved,39.89999999999992,No
ITEM04201,Groceries,South,2023-05-05,149,597,334,No,No,0.13,3,901.57,5.7,144.32,Flagged,751.55,Yes
ITEM04202,Home Appliances,North,2023-09-17,373,155,132,No,Yes,0.24,8,418.83,310.18,186.59,Resolved,-77.94000000000003,No
ITEM04203,Home Appliances,West,2023-10-03,20,906,699,No,Yes,0.14,10,263.27,398.4,293.56,Flagged,-428.69,No
ITEM04204,Groceries,East,2023-08-01,133,497,376,Yes,No,0.5,1,608.21,29.23,101.24,Reviewed,477.74,No
ITEM04205,Apparel,East,2023-11-20,378,921,798,No,Yes,0.87,2,890.01,250.88,254.99,Escalated,384.14,No
ITEM04206,Groceries,West,2023-07-09,95,337,498,No,Yes,0.57,6,501.36,365.04,261.88,Flagged,-125.56,No
ITEM04207,Groceries,West,2023-02-27,453,589,370,No,No,0.54,2,277.82,396.5,25.01,Resolved,-143.69,No
ITEM04208,Groceries,East,2023-07-22,12,121,194,No,No,0.76,10,221.53,411.4,142.55,Flagged,-332.41999999999996,No
ITEM04209,Apparel,South,2023-03-21,0,540,327,Yes,No,0.84,2,449.2,40.79,173.86,Flagged,234.54999999999995,No
ITEM04210,Electronics,South,2023-08-16,149,140,661,No,No,0.66,3,854.33,331.75,43.39,Escalated,479.19000000000005,No
ITEM04211,Electronics,South,2023-04-05,116,957,63,Yes,Yes,0.82,3,285.67,360.32,123.37,Flagged,-198.01999999999998,No
ITEM04212,Home Appliances,West,2023-01-04,151,877,311,Yes,No,0.24,4,553.73,137.38,135.9,Escalated,280.45000000000005,No
ITEM04213,Home Appliances,East,2023-06-14,63,357,463,No,No,0.5,9,173.05,487.6,83.32,Escalated,-397.87,No
ITEM04214,Apparel,East,2023-10-27,424,550,543,Yes,Yes,0.39,9,743.06,359.16,27.06,Reviewed,356.8399999999999,No
ITEM04215,Toys,East,2023-02-11,477,147,96,No,No,0.37,2,459.16,458.53,104.56,Reviewed,-103.92999999999995,No
ITEM04216,Electronics,North,2023-10-12,149,909,786,Yes,Yes,0.27,2,238.59,347.04,183.42,Resolved,-291.87,No
ITEM04217,Home Appliances,North,2023-08-17,316,602,965,No,Yes,0.82,6,754.96,65.03,111.44,Reviewed,578.49,No
ITEM04218,Electronics,Central,2023-08-31,363,238,705,Yes,Yes,0.46,5,728.04,129.56,70.53,Escalated,527.95,No
ITEM04219,Apparel,North,2023-07-31,11,301,245,No,No,0.52,5,33.56,211.65,59.52,Escalated,-237.61,No
ITEM04220,Apparel,South,2023-10-27,89,751,339,Yes,No,0.32,7,441.67,214.33,122.21,Resolved,105.13000000000001,No
ITEM04221,Toys,South,2023-02-24,387,608,818,No,No,0.87,9,593.03,322.8,290.43,Resolved,-20.200000000000045,No
ITEM04222,Toys,South,2023-12-02,82,753,481,No,Yes,0.59,1,255.97,289.61,189.2,Reviewed,-222.84,No
ITEM04223,Apparel,South,2023-06-22,463,385,569,No,Yes,0.1,5,56.29,42.89,31.67,Resolved,-18.270000000000003,No
ITEM04224,Home Appliances,Central,2023-10-04,249,332,839,No,No,0.31,5,283.98,420.28,41.41,Flagged,-177.70999999999995,No
ITEM04225,Electronics,South,2023-11-30,383,415,373,Yes,No,0.9,5,867.13,426.68,178.62,Resolved,261.83,No
ITEM04226,Groceries,West,2023-08-17,395,560,851,Yes,No,0.88,9,339.33,425.61,74.45,Escalated,-160.73000000000002,No
ITEM04227,Toys,West,2023-01-30,32,769,478,Yes,Yes,0.54,6,786.69,109.93,249.83,Resolved,426.92999999999995,No
ITEM04228,Groceries,West,2023-01-23,148,649,342,No,No,0.55,8,702.22,159.45,20.81,Flagged,521.96,No
ITEM04229,Home Appliances,North,2023-01-05,127,686,426,No,No,0.82,8,958.6,367.95,70.88,Flagged,519.7700000000001,No
ITEM04230,Toys,East,2023-03-04,99,420,584,Yes,Yes,0.67,6,872.03,202.78,190.43,Flagged,478.82,No
ITEM04231,Groceries,Central,2023-08-09,456,274,133,No,No,0.85,6,941.59,223.73,196.99,Escalated,520.87,No
ITEM04232,Home Appliances,West,2023-11-11,486,138,816,No,Yes,0.48,10,23.29,298.42,214.06,Reviewed,-489.19,No
ITEM04233,Electronics,West,2023-03-23,361,532,422,Yes,Yes,0.88,8,297.29,16.6,260.05,Escalated,20.639999999999986,No
ITEM04234,Home Appliances,South,2023-08-30,492,584,73,No,No,0.53,1,872.75,15.32,290.68,Escalated,566.75,No
ITEM04235,Toys,West,2023-09-10,327,684,958,No,No,0.62,9,372.71,30.01,60.27,Reviewed,282.43,No
ITEM04236,Apparel,South,2023-02-21,211,157,374,No,No,0.17,9,52.74,111.39,77.69,Reviewed,-136.34,No
ITEM04237,Electronics,South,2023-11-17,73,595,897,No,Yes,0.59,8,928.62,490.7,118.31,Escalated,319.61,No
ITEM04238,Groceries,East,2023-02-08,95,974,365,Yes,No,0.71,4,452.0,49.1,114.85,Escalated,288.04999999999995,No
ITEM04239,Toys,North,2023-09-16,91,700,599,No,Yes,0.45,1,51.81,441.97,106.03,Resolved,-496.19000000000005,No
ITEM04240,Apparel,South,2023-11-23,329,884,993,No,Yes,0.5,2,283.81,59.97,18.66,Flagged,205.18,No
ITEM04241,Home Appliances,South,2023-09-28,327,233,270,No,No,0.41,1,855.77,368.4,258.83,Escalated,228.54000000000002,No
ITEM04242,Apparel,East,2023-03-13,435,754,971,No,No,0.88,3,789.66,318.32,199.03,Flagged,272.30999999999995,No
ITEM04243,Toys,South,2023-03-11,174,608,263,No,No,0.48,9,997.25,364.04,236.19,Reviewed,397.02000000000004,No
ITEM04244,Toys,Central,2023-08-08,224,706,521,Yes,No,0.2,6,440.03,43.33,299.93,Escalated,96.76999999999998,No
ITEM04245,Apparel,North,2023-01-04,314,255,894,No,Yes,0.12,5,302.52,375.91,146.83,Reviewed,-220.22000000000006,No
ITEM04246,Home Appliances,Central,2023-12-16,174,300,540,No,No,0.72,8,133.15,163.37,39.92,Resolved,-70.14,No
ITEM04247,Apparel,West,2023-10-17,55,598,134,Yes,No,0.54,10,298.06,125.91,249.91,Resolved,-77.75999999999999,No
ITEM04248,Toys,North,2023-10-19,496,501,434,No,Yes,0.1,3,199.63,312.28,222.77,Flagged,-335.41999999999996,No
ITEM04249,Toys,West,2023-12-21,268,595,53,Yes,Yes,0.41,10,668.02,50.36,230.46,Flagged,387.19999999999993,No
ITEM04250,Groceries,South,2023-08-19,427,587,756,No,Yes,0.83,3,766.18,120.65,48.31,Resolved,597.22,No
ITEM04251,Groceries,East,2023-03-21,34,259,163,No,Yes,0.86,5,803.62,276.39,226.39,Resolved,300.84000000000003,No
ITEM04252,Electronics,Central,2023-03-07,118,310,264,Yes,Yes,0.14,1,752.17,389.86,177.76,Resolved,184.54999999999995,No
ITEM04253,Toys,West,2023-05-16,370,552,385,Yes,Yes,0.2,7,490.34,434.46,15.18,Flagged,40.699999999999996,No
ITEM04254,Groceries,South,2023-07-10,412,783,926,No,Yes,0.1,3,392.46,213.23,87.64,Reviewed,91.58999999999999,No
ITEM04255,Apparel,Central,2023-12-13,55,169,702,No,Yes,0.79,2,100.15,488.01,66.09,Resolved,-453.95000000000005,No
ITEM04256,Home Appliances,Central,2023-12-02,388,930,216,Yes,Yes,0.16,7,578.65,386.83,87.34,Reviewed,104.47999999999999,No
ITEM04257,Apparel,West,2023-02-28,450,413,336,No,Yes,0.19,1,452.83,201.24,59.94,Flagged,191.64999999999998,No
ITEM04258,Home Appliances,South,2023-09-23,308,530,969,No,Yes,0.28,1,243.26,195.75,119.36,Reviewed,-71.85000000000001,No
ITEM04259,Groceries,East,2023-01-07,356,481,544,Yes,Yes,0.83,9,802.56,219.91,65.1,Flagged,517.55,No
ITEM04260,Electronics,West,2023-07-21,375,756,433,No,No,0.65,7,711.08,373.6,118.83,Flagged,218.65000000000003,No
ITEM04261,Apparel,Central,2023-11-28,315,266,896,Yes,No,0.59,3,568.16,159.9,4.98,Escalated,403.28,No
ITEM04262,Apparel,Central,2023-08-25,104,490,566,Yes,Yes,0.73,5,200.52,51.12,220.78,Resolved,-71.38,No
ITEM04263,Apparel,North,2023-09-25,389,418,176,No,Yes,0.65,2,570.02,281.42,104.12,Reviewed,184.47999999999996,No
ITEM04264,Home Appliances,South,2023-03-20,175,216,482,Yes,No,0.7,5,204.1,308.43,86.26,Flagged,-190.59000000000003,No
ITEM04265,Groceries,North,2023-02-15,105,796,135,No,No,0.16,9,732.28,470.16,257.67,Reviewed,4.449999999999932,No
ITEM04266,Apparel,East,2023-08-31,79,611,647,No,No,0.57,10,172.4,67.3,224.61,Reviewed,-119.51,No
ITEM04267,Apparel,West,2023-10-15,162,302,956,No,No,0.7,5,739.54,266.71,258.93,Resolved,213.89999999999998,No
ITEM04268,Electronics,Central,2023-06-09,401,261,585,Yes,Yes,0.55,1,540.76,108.16,261.87,Resolved,170.73000000000002,No
ITEM04269,Electronics,South,2023-04-25,266,920,94,Yes,No,0.11,8,976.64,378.12,218.9,Flagged,379.62,No
ITEM04270,Groceries,Central,2023-04-24,50,561,672,Yes,No,0.27,6,466.91,176.91,17.27,Flagged,272.73,No
ITEM04271,Groceries,North,2023-05-06,376,949,339,No,Yes,0.87,2,239.71,318.97,28.69,Flagged,-107.95000000000002,No
ITEM04272,Toys,North,2023-03-31,278,799,956,No,No,0.66,6,839.66,86.2,22.0,Flagged,731.4599999999999,Yes
ITEM04273,Electronics,West,2023-03-02,302,654,746,Yes,No,0.65,9,580.39,290.55,74.38,Reviewed,215.45999999999998,No
ITEM04274,Toys,South,2023-11-13,74,300,284,No,Yes,0.63,3,536.82,7.63,259.15,Escalated,270.0400000000001,No
ITEM04275,Home Appliances,South,2023-04-12,442,330,206,Yes,Yes,0.2,5,105.26,420.37,11.49,Escalated,-326.6,No
ITEM04276,Toys,West,2023-04-24,440,615,455,Yes,Yes,0.1,7,380.72,295.21,16.97,Resolved,68.54000000000005,No
ITEM04277,Apparel,North,2023-06-23,348,851,722,Yes,Yes,0.45,10,4.65,110.25,35.28,Reviewed,-140.88,No
ITEM04278,Toys,North,2023-04-02,126,305,554,No,Yes,0.46,2,215.53,167.28,173.51,Flagged,-125.25999999999999,No
